what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1394575811449
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1394575811450
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1394575811450
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1394575811453
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1394575811453
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1394575811454
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1394575811456
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1394575811456
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1394575811458
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1394575811458
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1394575811459
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1394575811460
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1394575811460
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1394575811462
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1394575811462
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1394575811463
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1394575811463
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1394575811464
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1394575811477
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1394575811478
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1394575811480
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1394575811481
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1394575811482
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1394575811483
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1394575811485
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1394575811486
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1394575811489
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1394575811490
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1394575811491
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1394575811493
os,sysinfo,,,"macosx",1394575811497
arch,sysinfo,,,"x86_64",1394575811497
ws,sysinfo,,,"cocoa",1394575811497
locale,sysinfo,,,"en_US",1394575811497
processors,sysinfo,,,"8",1394575811497
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1394575811497
java.runtime.version,sysinfo,,,"1.6.0_65-b14-462-11M4609",1394575811497
java.specification.name,sysinfo,,,"Java Platform API Specification",1394575811497
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1394575811497
java.specification.version,sysinfo,,,"1.6",1394575811497
java.vendor,sysinfo,,,"Apple Inc.",1394575811497
java.version,sysinfo,,,"1.6.0_65",1394575811497
java.vm.info,sysinfo,,,"mixed mode",1394575811497
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1394575811497
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1394575811497
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1394575811497
java.vm.specification.version,sysinfo,,,"1.0",1394575811497
java.vm.vendor,sysinfo,,,"Apple Inc.",1394575811497
java.vm.version,sysinfo,,,"20.65-b04-462",1394575811497
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1394575816210
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1394575816217
started,bundle,org.eclipse.jst.servlet.ui,1.1.500.v201105122000,"org.eclipse.jst.servlet.ui",1394575816249
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1394575818888
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1394575819053
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1394575819057
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394575823119
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1394575828962
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1394575829427
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1394575829432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394575830104
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1394575830183
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1394575830575
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394575830675
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394575830734
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1394575831198
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1394575842307
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1394575848334
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1394575848336
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1394575848338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394575852290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394575855422
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394575858381
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1394575858492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394575862259
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1394575877158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394575880525
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394575915810
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394575915931
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394575915960
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394575920032
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576026255
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1394576039307
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576051410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576051476
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576058667
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576061160
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.create.getter.setter",1394576061219
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1394576127803
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1394576127812
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1394576127818
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1394576127821
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1394576127837
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1394576127845
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1394576127911
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1394576127913
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1394576127943
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576134982
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1394576184521
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1394576221960
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576244769
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1394576260455
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576284197
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576289346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576315731
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576320823
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576360580
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576378610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576388931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576389019
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576398869
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576404185
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576404259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576407985
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576408056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576413177
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576413247
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576429611
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1394576453341
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576459588
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576465093
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576465114
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1394576467262
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576469809
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576481019
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576481172
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576481198
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576584125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576584186
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576617673
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576657640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1394576703269
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576721637
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576794394
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576798129
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576805059
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576870499
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576880496
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394576892794
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1394576899615
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576904637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576909621
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576909643
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1394576912110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576914621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576921831
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576921960
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394576921985
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576977314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394576977382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394577024783
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577032374
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577032452
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394577035778
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394577047841
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1394577050110
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577050171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577053377
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1394577055553
started,bundle,runjettyrun,1.3.3.201203161919,"runjettyrun",1394577055591
started,bundle,org.eclipse.jdt.debug,3.7.0.v20110509,"org.eclipse.jdt.debug",1394577055618
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110512,"org.eclipse.jdt.debug.ui",1394577055660
started,bundle,org.eclipse.wst.server.core,1.1.302.v20110518,"org.eclipse.wst.server.core",1394577055683
started,bundle,org.eclipse.wst.server.ui,1.1.305.v20110511,"org.eclipse.wst.server.ui",1394577055697
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1394577056673
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394577059970
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1394577064833
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1394577066809
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394577067756
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1394577069665
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577094007
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577144957
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394577157733
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577174823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577175679
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577175728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394577192538
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1394577205558
