what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394670988362
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1394670991223
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394671009592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394671053117
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394672262713
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394676486772
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394676488823
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394676489410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394676489450
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394679534891
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394679902018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394679903349
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394679903444
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394680766540
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1394680787575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394680790055
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394680792593
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.line",1394680792630
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1394680793922
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1394680795355
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1394680798045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394680848241
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394680850353
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1394680850677
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1394680851402
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1394680851410
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1394680851412
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1394680851413
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.103.v201004211805,"org.eclipse.jst.ws.axis2.consumption.ui",1394680851414
stopped,bundle,org.eclipse.jst.ws.axis2.creation.core,1.0.106.v201004211805,"org.eclipse.jst.ws.axis2.creation.core",1394680851415
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.core,1.0.105.v201004211805,"org.eclipse.jst.ws.axis2.consumption.core",1394680851416
stopped,bundle,org.eclipse.jst.ws.axis2.ui,1.0.303.v201003110431,"org.eclipse.jst.ws.axis2.ui",1394680851417
stopped,bundle,org.eclipse.jst.ws.axis2.core,1.0.204.v201004211805,"org.eclipse.jst.ws.axis2.core",1394680851418
stopped,bundle,org.eclipse.jst.ws.cxf.creation.ui,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.ui",1394680851420
stopped,bundle,org.eclipse.jst.ws.creation.ui,1.0.609.v201103082016,"org.eclipse.jst.ws.creation.ui",1394680851421
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.ui,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.ui",1394680851423
stopped,bundle,org.eclipse.jst.ws.consumption.ui,1.1.400.v201103082016,"org.eclipse.jst.ws.consumption.ui",1394680851424
stopped,bundle,org.eclipse.jst.ws.consumption,1.0.600.v201103082016,"org.eclipse.jst.ws.consumption",1394680851425
stopped,bundle,org.eclipse.jst.ws.cxf.consumption.core,1.0.0.v201003222311,"org.eclipse.jst.ws.cxf.consumption.core",1394680851426
stopped,bundle,org.eclipse.jst.ws.cxf.creation.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.creation.core",1394680851428
stopped,bundle,org.eclipse.jst.ws.cxf.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.cxf.ui",1394680851429
stopped,bundle,org.eclipse.jst.ws.cxf.core,1.0.100.v201104022153,"org.eclipse.jst.ws.cxf.core",1394680851430
stopped,bundle,org.eclipse.jst.ws.uddiregistry,1.0.500.v201004211805,"org.eclipse.jst.ws.uddiregistry",1394680851431
stopped,bundle,org.eclipse.jst.ws.ui,1.0.403.v201004211805,"org.eclipse.jst.ws.ui",1394680851432
stopped,bundle,org.eclipse.jst.ws,1.0.508.v201104071820,"org.eclipse.jst.ws",1394680851433
stopped,bundle,org.eclipse.wst.ws.explorer,1.0.607.v201103082002,"org.eclipse.wst.ws.explorer",1394680851435
stopped,bundle,org.eclipse.wst.wsdl.ui,1.2.402.v201105050214,"org.eclipse.wst.wsdl.ui",1394680851437
